சங்கடமாக  ,sorrowfully,ஸங்கட்கனி,सङ्कटम्कनि,ꢱꢖ꣄ꢒꢜꢪ꣄ꢒꢥꢶ
சத்தமாக  ,aloud,ரெச்சகனி/  ஸெத்3து3கனி/ ப4வாட்கனி,र॑च्चकनि स॑द्दुकनि भवाट्कनि,ꢬꢾꢗ꣄ꢗꢒꢥꢶ ꢱꢾꢡ꣄ꢣꢸꢒꢥꢶꢩꢮꢜ꣄ꢒꢥꢶ
சம்பிரதாயமாக   ,customarily,ஸம்ப்ரதா3ய்கனி/ரூடி4கனி/வ்யாவஹாரிக்கனி,सम्प्रयम्कनि रूढिकनि व्यवहारिक्कनि,ꢱꢪ꣄ꢦ꣄ꢬꢣꢵꢫꢪ꣄ꢒꢥꢶ ꢬꢹꢟꢶꢒꢥꢶꢮ꣄ꢫꢵꢮꢲꢵꢬꢶꢒ꣄ꢒꢥꢶ
சம அளவாக   ,equally,ஸமொகனி,समम्कनि,ꢱꢪꢪ꣄ꢒꢥꢶ
சரிசமமாக  ,equally,ஸெர்ககனி,स॑र्ककनि,ꢱꢾꢬ꣄ꢒꢒꢥꢶ
சரியாக  ,"accurately, exactly, rightly, properly, duly",துல்யகனி/ ஸெர்ககனி,"भ॑लि,   स॑र्ककनि","ꢩꢾꢭꢶ,   ꢗꢾꢬ꣄ꢒꢒꢥꢶ"
சலிப்பாக  ,boredom,விரஸதகனி,विरसतकनि,ꢮꢶꢬꢱꢡꢒꢥꢶ
சாடையாக  ,For sadie,ஜாட3மாட3கனி,जाडमाडकनि,ꢙꢵꢞꢪꢵꢞ꣄ꢒꢥꢶ
சாமர்த்தியமாக  ,deftly,ஸமர்துகனி,समर्तुकनि,ꢱꢪꢬ꣄꣄ꢡꢸꢒꢥꢶ
சாய்வாக  ,slanting,ஜி2ர்கி/ஒங்கி3,जिर्कि / आ॑न्गि,ꢙꢶꢬ꣄ꢒꢶ / ꢏꢖ꣄ꢔꢶ
சான்றாக  ,evidently,ஸாக்ஷிகனி,साक्षिकनि,ꢱꢵꢒ꣄ꢰꢶꢒꢥꢶ
சிக்கனமாக  ,thriftly,உன்னவேஸ்கனி,उन्नवेस्कनि,ꢆꢥ꣄ꢥꢮꢿꢱ꣄ꢒꢥꢶ
சிடுசிடுப்பாக  ,frowningly,சிடு3சிடு3கனி,चिडुचिडुकनि,ꢗꢶꢞꢸꢗꢶꢞꢸꢒꢥꢶ
சிலநேரம்  ,sometimes,தெ2வ்டகெ4டி3,थ॑व्ट्घ॑डि,ꢢꢾꢮ꣄ꢜꢒꢕꢾꢞꢶ
சில வேளை   ,some times,தெ2வ்டவேள்,थ॑व्टवेळ,ꢢꢾꢮ꣄ꢜꢮꢿꢳ꣄
சிறப்பாக  ,"exellently, especially",விஶேஷ்கனி,विशेष्कनि,ꢮꢶꢯꢿꢰ꣄ꢒꢥꢶ
சிறிதாக  ,little,ந:ன்னகனி,न्हन्नकनि,ꢥꢴꢥ꣄ꢥꢒꢥꢶ
சிறிதுசிறிதாக  ,piecemeal,ரவரவகனி/ருவ்வருவ்வகனி,रवरवकनि रुव्वरुव्वकनि,ꢬꢮ꣄ꢬꢮꢒꢥꢶ ꢬꢸꢮ꣄ꢮꢬꢸꢮ꣄ꢮꢒꢥꢶ
சுகமாக  ,comfortably,லாக4வ்கனி/ ஸுக2ம்கனி/ ஸுகு2கனி,लाघव्कनि सुखम्कनि सुखुकनि,ꢭꢵꢕꢮ꣄ꢒꢥꢶ ꢱꢸꢓꢪ꣄ꢒꢥꢶ ꢱꢸꢓꢸꢒꢥꢶ
சுத்தமாக  ,cleanly/clearly,ஸுத்3தி4கனி,सुद्धिकनि,ꢱꢸꢞ꣄ꢤꢶꢒꢥꢶ
சுதந்திரமாக  ,independently,ஸ்வதந்த்ருகனி,स्वतन्त्रुकनि,ꢱ꣄ꢮꢡꢥ꣄ꢡ꣄ꢬꢸꢒꢥꢶ
சும்மா  ,simply,கோ3ஸ்,गोस,ꢔꣂꢱ꣄
சுமார்  ,nearly,ரமாரமி,रमारमि,ꢬꢪꢵꢬꢪꢶ
சுமாராக  ,tolerably,பர்வநீ:த்தொ,पर्वन्हित्ता॑,ꢦꢬ꣄ꢮꢥꢴꢶꢡ꣄ꢡꣁ
சுருக்கமாக  ,briefly,ஸம்க்ஷேப்கனி,सम्क्षेप्कनि,ꢱꢪ꣄ꢒ꣄ꢰꢾꢦ꣄ꢒꢥꢶ
சுலபமாக  ,easily,லெ:கு4வ்கனி,ल्हेघुव्कनि,ꢭꢴꢾꢕꢸꢮ꣄ꢒꢥꢶ
சுவாரசியமாக  ,interestingly,ரஸனொக,रसना॑क,ꢬꢱꢥꣁꢒ
சுவையாக  ,tastefully,ருச்சிகனி,रुच्चिकनि,ꢬꢸꢗ꣄ꢗꢶꢒꢥꢶ
சுற்றுமுற்றும்  ,around,சுட்டுமுட்டுகனி,चुट्टुमुट्टुकनि,ꢗꢸꢜ꣄ꢜꢸꢪꢸꢜ꣄ꢜꢸꢒꢥꢶ
சுறுசுறுப்பாக  ,actively,ஜூட்டிகனி,झुट्टिकनि,ꢚꢸꢜ꣄ꢜꢶꢒꢥꢶ
சூடாக  ,hot,ஹுன்னகனி,हुन्नकनि,ꢲꢸꢥ꣄ꢥꢒꢥꢶ
செம்மையாக  ,finely,ஸுத்3தி4கனி/சொக்கட்கனி,चुद्धिकनि चा॑क्कट्कनि,ꢗꢸꢣ꣄ꢤꢶꢒꢥꢶ ꢗꣁꢒ꣄ꢒꢜ꣄ꢒꢥꢶ
செயற்கையாக  ,artificially,அப்ரக்ருதிகனி/க்ருதிமகனி,अप्रकिरुति क्रुतिमकनि,ꢂꢦ꣄ꢬꢒ꣄ꢬꢸꢡꢶꢒꢥꢶ ꢒ꣄ꢬꢸꢡꢶꢪꢒꢥꢶ
செறிவாக  ,richly,தெ3ஞ்சுகனி/ஜாட3கனி,द॑ञ्चुकनि जाडकनि,ꢣꢾꢛ꣄ꢗꢸꢒꢥꢶ ꢙꢵꢞꢒꢥꢶ
சோம்பேறித்தனமாக   ,lazily,அலஸகனி,अलसकनि,ꢂꢭꢱꢒꢥꢶ
சோர்வாக  ,slackly,ஶீன்கனி,शीन्कनि,ꢯꢷꢥ꣄ꢒꢥꢶ
சௌகரியமாக  ,conveniently,ஸௌரியம்கனி,सौरियम्कनि,ꢱꣃꢬꢶꢫꢪ꣄ꢒꢥꢶ
தகுதியாக  ,eligible,பாத்ரதகனி,पात्रतकनि,ꢦꢵꢡ꣄ꢬꢡꢒꢥꢶ
தட்டையாக  ,flat,அம்கயகனி/ ஸமத3ளகனி,अम्कयकनि समदळकनि,ꢂꢪ꣄ꢒꢫꢒꢥꢶ ꢱꢪꢣꢳꢒꢥꢶ
தடையாக  ,as obstruction,அவ்ட3க/ அட்3டி3கனி,अव्डक   अड्डिकनि,ꢂꢮ꣄ꢞꢒ    ꢂꢞ꣄ꢞꢶꢒꢥꢶ
தணிவாக  ,soothingly,அண்சிலி,अण्चिलि,ꢂꢠ꣄ꢗꢶꢭꢶ
தயவாக  ,favourably,அனுகூல்க,अनुकूल्क,ꢂꢥꢸꢒꢹꢭ꣄ꢒ
தயாராக  ,readily,தயார்கனி,तयार्कनि,ꢡꢫꢵꢬ꣄ꢒꢥꢶ
தலைகீழாக  ,upside down,தொ3ஸ்ககா2ல்,दा॑स्कखाल्,ꢣꣁꢱ꣄ꢒꢓꢵꢭ꣄
தலைமறைவாக  ,Hidingly/abscondingly,லுக்கிலி,लुक्किलि,ꢭꢸꢒ꣄ꢒꢶꢭꢶ
தவறாக  ,wrongly,சூக்கனி,चूक्कनि,ꢗꢹꢒ꣄ꢒꢥꢶ
தவறுதலாக  ,by mistake,மந்துகனி,मन्तुकनि,ꢪꢥ꣄ꢡꢸꢒꢥꢶ
தளர்வாக  ,slackly,தி4ல்லஸொட்லி/ தி4ல்லகனி,धिल्लसा॑ट्लि धिल्लकनि,ꢤꢶꢭ꣄ꢭꢱꣁꢜ꣄ꢭꢶ ꢤꢶꢭ꣄ꢭꢒꢥꢶ
தற்காலிகமாக  ,temporarily,அத்தாக்/    அத்தாக் கொத்3தி3/  தத்கால்கனி,अत्ताक् / अत्ताक्का॑त्ति / तत्कालकनि,ꢂꢡ꣄ꢡꢵꢒ꣄ /  ꢂꢡ꣄ꢡꢵꢒ꣄ ꢒꣁꢡ꣄ꢡꢶ / ꢡꢡ꣄ꢒꢵꢭ꣄ꢒꢥꢶ
தற்செயலாக  ,accidentally,ஹெடார்துகனி / அகஸ்மாத்கனி,ह॑तार्तुकनि / अकस्मात्कनि,ꢲꢾꢡꢵꢬ꣄ꢡꢸꢒꢥꢶ / ꢂꢒꢱ꣄ꢪꢵꢡ꣄ꢒꢥꢶ
தன்னந்தனியாக  ,alone,பெத்3தெ3க/ ஏகாந்துகொ,"प॑द्द॑क,  एगान्तुका॑","ꢦꢾꢣ꣄ꢣꢾꢒ, ꢍꢒꢵꢥ꣄ꢡꢸꢒꣁ"
தனக்குள்ளாக  ,inwardly,தெகா3ம்தெனொ,त॑गाम्त॑ना॑,ꢡꢾꢔꢵꢪ꣄ꢡꢾꢥꣁ
தனித்தன்மையாக   ,characteristically,கு3ண்தா4னுக்,गुण्धानुक्,ꢔꢸꢠ꣄ꢤꢵꢥꢸꢒ꣄
தனித்தனியாக  ,separately,அலக்3க3லக்3க3,अलग्गलग्ग,ꢂꢭꢔ꣄ꢔꢭꢔ꣄ꢔ
தனிமையாக  ,solitarily,ஏகாந்துகன்,एकान्तुकन्,ꢍꢒꢵꢥ꣄ꢡꢸꢒꢥ꣄
தனியாக  ,alone,பெத்3தெ3க,प॑द्द॑क,ꢦꢾꢣ꣄ꢣꢾꢒ
தாமதமாக  ,"being late, delay",தமஸ்க,"तमस्क, ",ꢡꢪꢱ꣄ꢒ
தாராளமாக  ,richly,தெ4ரளம்க,ध॑रळम्क,ꢤꢾꢬꢳꢪ꣄ꢒ
தாழ்மையாக  ,obediently,ப4வ்யம்க,भव्यम्क,ꢩꢮ꣄ꢫꢪ꣄ꢒ
தாழ்வாக  ,low,கா2ல்க,खाल्क,ꢓꢵꢭ꣄ꢒ
தாறுமாறாக  ,Oftentimes/helter skelter,அப்3பெ3ப்3பெ3தா4னுக்,अब्ब॑ब्ब॑धानुक्,ꢂꢨ꣄ꢨꢾꢨ꣄ꢨꢾꢤꢵꢥꢸꢒ꣄
தானாக  ,automatically,த்யேகனி,त्येकानि,ꢡ꣄ꢫꢿꢒꢵꢥꢶ
திரளாக  ,enmasse,கு3ம்புகனி,गुम्पुकनि,ꢔꢸꢪ꣄ꢦꢸꢒꢥꢶ
திருட்டுத்தனமாக   ,stealthily,சொட்3ட3பன்கனி,च॓ड्डप्पन्कनि,ꢗꣁꢞ꣄ꢞꢦ꣄ꢦꢥ꣄ꢒꢥꢶ
திருப்தியாக  ,satisfactorily,த்ருப்திகனி,तिरुप्तिकनि,ꢡꢶꢬꢸꢦ꣄ꢡꢶꢒꢥꢶ
திரும்பவும்  ,again,பி2ரி,फिरि,ꢧꢶꢬꢶ
திறமையாக  ,efficiently,ஸமர்துகனி,समर्युकनि,ꢱꢪꢬ꣄ꢡꢸꢒꢥꢶ
தினந்தோறும்  ,daily,நிச்சு,निच्चु,ꢥꢶꢗ꣄ꢗꢸ
தீர்மானமாக  ,decidedly,நிர்தா4ரணகனி,स्तिरम्क॑र॑,ꢱ꣄ꢡꢶꢬꢪ꣄ꢒꢾꢬꢾ
துச்சமாக  ,meanly,கு2டெ3ப4ஜ்ஜிக,खुड॑भज्जिक,ꢓꢸꢞꢾꢩꢙ꣄ꢙꢶꢒ
துண்டுதுண்டாக   ,piecemeal,குட்க குட்ககனி,कुट्कि कुट्क॓कनि,ꢒꢸꢜ꣄ꢒ ꢒꢸꢜ꣄ꢒꢒꢥꢶ
துணிகரமாக  ,cavelrierly,தை4ர்யுஸெந்தொ,धैर्युस॑न्ता॑,ꢤꣀꢬ꣄ꢫꢸꢱꢾꢥ꣄ꢡꣁ
துப்புரவாக  ,clearly,ஸுத்3தி3கனி,सुद्दिकनि,ꢱꢸꢣ꣄ꢣꢶꢒꢥꢶ
துரதிருஷ்ட்வசமாக   ,unluckily,து3ரதி3ஷ்டுகனி,दुर्दिष्टुकनि,ꢣꢸꢬ꣄ ꢣꢶꢰ꣄ꢜꢸ꣄ꢒꢥꢶ
தூய்மையாக  ,"purely, neatly",ஸுத்3தி4கனி,सुद्दिकनि,ꢱꢸꢣ꣄ꢣꢶꢒꢥꢶ
தெரியாத்தனமாக   ,unknowingly,களனாத்தொ,कलानात्ता॑,ꢒꢭꢵꢥꢵꢡ꣄ꢡꣁ
தெளிவாக  ,clearly,தெளிவ்கனி/ஸ்பஷ்டுகனி,त॑लिव्कनि स्पष्टुकनि,ꢡꢾꢭꢶꢮ꣄ꢒꢥꢶ ꢱ꣄ꢦꢰ꣄ꢜꢸꢒꢥꢶ
தேவையாக  ,As needed,பஜெ கொத்3தி3,पज॑का॑द्दि,ꢦꢙꢾ ꢒꣁꢣ꣄ꢣꢶ
தைரியமாக  ,boldly,தை4ர்யுகனி,धैर्युकनि,ꢤꣀꢬ꣄ꢫꢸꢒꢥꢶ
தொடர்ச்சியாக  ,successively,தொரண்க,ता॑रण्क,ꢡꣁꢬꢠ꣄ꢒ
தொடர்பாக  ,in connection with,தெகதெ4ரி/தெல்யெக தெ4ரி,त॑गध॑रि    त॑ल्य॑क ध॑रि,ꢡꢾꢔ ꢢꢾꢬꢶ ꢡꢾꢭ꣄ꢫꢾꢒ ꢤꢾꢬꢶ
தொய்வாக  ,slackly,உட்சய்லி,उट्चय्लि,ꢆꢜ꣄ꢗꢫ꣄ꢭꢶ
தொலைவாக  ,distantly,து3தூ3ரும்,दुदूरुम्,ꢣꢸꢣꢹꢬꢸꢪ꣄
தோராயமாக  ,approximately,அந்தா3ஸ்,अन्दास्,ꢂꢥ꣄ꢣꢵꢱ꣄
நடுத்தரமாக  ,tolerably,ம:த்3தி4மம்,म्हद्धिमम्,ꢪꢴꢣ꣄ꢤꢶꢪꢪ꣄
நடுவில்  / நடுவே  ,"middle, at the centre",ம:ஜார்,म्हझार्,ꢪꢴꢚꢵꢬ꣄
நம்பிக்கையாக  ,hopefully,பி4ண்டி3லிகின்/நொம்கெகன்,"भिण्डिलिकिन्, ना॑म्क॑कन्","ꢩꢶꢠ꣄ꢞꢶꢭꢶꢒꢶꢥ꣄, ꢥꣁꢪ꣄ꢒꢾꢒꢥ꣄"
நயமாக  ,civilly,ப4வ்யம்க,भव्यम्क,ꢩꢮ꣄ꢫꢪ꣄ꢒ
நல்லகாலமாக  ,fortunately,சொக்கட்வேள்கன்,चा॑क्कट्वेळ्कन्,ꢗꣁꢒ꣄ꢒꢜ꣄ꢮꢿꢳ꣄꣄ꢒꢥ꣄
நலமாக  ,well,ஸவ்ரியம்கனி,सव्रियम्कनि,ꢱꢮ꣄ꢬꢶꢫꢪ꣄ꢒꢥꢶ
நவநாகரிமாக  ,refinedly,அதி4நாக3ரீக்கனி,अधिनागरीक्कनि,ꢂꢤꢶꢥꢵꢔꢬꢷꢒ꣄ꢒꢥꢶ
நன்கொடையாக   ,"intervivos, as gift",பொ4கு3மான்கனி,भा॑गुमान्कनि,ꢩꣁꢔꢸꢪꢵꢥ꣄ꢒꢥꢶ
நன்றாக  ,well,சொக்கட்3தா4னு,चा॑क्कड्धानु,ꢗꣁꢒ꣄ꢒꢞ꣄ꢤꢵꢥꢸ
நாணயமாக  ,sincerely,ஸத்பா4வ்க,सत्भाव्क,ꢱꢡ꣄ꢩꢵꢮ꣄ꢒ
நிச்சயமாக  ,surely,ஸ்தி2ரம்க/நிஶ்சயுகனி,स्तिरम्क निश्चयुकनि,ꢱꢶꢡ꣄ꢬꢪ꣄ꢒ ꢥꢶꢯ꣄ꢗꢫꢸꢒꢥꢶ
நிம்மதியாக  ,peacefully,ஶாந்திக,शान्तिक,ꢯꢵꢥ꣄ꢡꢶꢒ
நிரந்தரமாக  ,permanently,ஸ்தி2ரம்க/ நிரந்தர்கனி/ கொ2ப்3பி3ம்,स्तिरम्क निरन्तर्कनि खा॑ब्बिम,ꢱ꣄ꢡꢶꢬꢪ꣄ꢒ ꢥꢶꢬꢥ꣄ꢡꢬ꣄ꢒꢥꢶ ꢓꣁꢨ꣄ꢨꢶꢪ꣄
நிலையாக  ,fixedly,ஸ்தி2ரம்க,स्तिरम्क,ꢱ꣄ꢡꢶꢬꢪ꣄ꢒ
நிறைய  ,much,ஜு2க்கு,झूक्कु,ꢚꢸꢒ꣄ꢒꢸ
நிறைவாக  ,satisfactorily,த்ருப்திக,तिरुप्तिक,ꢡꢶꢬꢸꢦ꣄ꢡꢶꢒ
நினைவாக  ,in memoriam,ஹட்வன்க,हट्वन्क,ꢲꢜ꣄ꢮꢥ꣄ꢒ
நீங்கலாக  ,"apart, except",ஜதொ,जता॑,ꢙꢡꣁ
நீண்டகாலமாக   ,for a long period,லம்பு3ரும்,लम्बुरुम्,ꢭꢪ꣄ꢨꢸꢬꢸꢪ꣄
நீளமாக  ,long,லம்பு3க,लम्बुक,ꢭꢪ꣄ꢨꢸꢒ
நுட்பமாக / நுண்ணியதாக,"minutely, accurately",ஸூக்ஷுமக,सूक्षउमक सूक्षउमा॑,"ꢱꢹꢜ꣄ꢒ꣄ꢰꢸꢪꢒ, ꢱꢸꢒ꣄ꢰꢸꢪꣁ"
நெடுக  ,along,லம்பு3,लम्बु,ꢭꢪ꣄ꢨꢸ
நெடுநேரமாக  ,for a long time,ஜு2க்குகெ4டி3,झुकुघ॑डि,ꢚꢸꢒ꣄ꢒꢸꢕꢾꢞꢶ
நெருக்கமாக  ,"closely, thickly",லெகு3த்தகனி,ल॑गुत्तकनि,ꢭꢾꢔꢸꢡ꣄ꢡꢒꢥꢶ
நேர்த்தியாக  ,well,சொக்கட்கனி,चा॑क्कट्कनि,ꢗꣁꢒ꣄ꢒꢜ꣄ꢒꢥꢶ
நேரடியாக  ,directly,தொணாதோண்,ता॑णातोण्,ꢡꣁꢠꢵꢡꣂꢠ꣄
பக்கத்தில்  ,near,ஸெஜ்ஜ/லெகு3த்தொ,"स॑ज्ज, ल॑गुत्ता॑","ꢱꢾꢙ꣄ꢙ, ꢭꢾꢔꢸꢡ꣄ꢡꣁ"
பக்கமாக  ,nearby,ஸெஜ்ஜகனி,स॑ज्जकनि,ꢱꢾꢙ꣄ꢙꢒꢥꢶ
பகுதியாக  ,partially,வடொகனி,वटा॑कनि,ꢮꢜꣁꢒꢥꢶ
படிப்படியாக  ,gradually,ஹோருஹோரு,होरुहोरु,ꢲꣁꢬꢸꢲꣁꢬꢸ
பணிவாக  ,politely,அண்கக,अण्कक,ꢂꢠ꣄ꢒꢒ
பத்திரமாக  ,securely,பொ4த்3ரம்கனி,भा॑द्रम्कनि,ꢩꣁꢣ꣄ꢬꢪ꣄ꢒꢥꢶ
பதமாக  ,softly,ஹள்ளுக/பொத3ம்க,"हल्लुक, पा॑दम्क","ꢲꢭ꣄ꢭꢸꢒ, ꢦꣁꢣꢪ꣄ꢒ"
பதற்றமாக  ,slap-bang,அல்லட்கனி/அல்லட3ன்கனி,अल्ललनि,ꢃꢭ꣄ꢭꢜ꣄ꢒꢥꢶ
பதிலாக  ,instead of,பொ3து3லுக்/ப4ர்திகனி,बा॑दुलुक्,ꢨꣁꢣꢸꢭꢸꢒ꣄
பயங்கரமாக  ,terribly,தா4க்ஸெந்தொ/தா4க்கனி,"धाक्स॑न्ता॑ , धक्कनि","ꢤꢵꢒ꣄ꢱꢾꢥ꣄ꢡꣁ, ꢤꢵꢒ꣄ꢒꢥꢶ"
பயனாக  ,as a result,தெல்யகஹால்/ தெல்யக லெந்து,त॑ल्यकहाल् त॑ल्यकहाल्,ꢡꢾꢭ꣄ꢫꢒꢲꢵꢭ꣄ ꢡꢾꢭ꣄ꢫꢒꢭꢾꢥ꣄ꢡꢸ
பயனுடையதாக  ,usefully,உபயோக்3கனி/ப்ரயோஜனகனி,उपयोग्कनि प्रयोजनकनि,ꢆꢦꢫꣁꢔ꣄ꢒꢥ꣄ ꢦ꣄ꢬꢫꣂꢙꢥꢒꢥꢶ
பரவலாக  ,generally,பெர்பயி,प॑र्पयि,ꢦꢾꢬ꣄ꢦꢫꢶ
பரிகாசமாக  ,mockingly,பரிஹாஸ்கனி,परिहास्कनि,ꢦꢬꢶꢲꢵꢱ꣄ꢒꢥꢶ
பரிதாபமாக  ,unbearable,பரிதாப்கனி,परिताप्कनि,ꢦꢬꢶꢡꢵꢦ꣄ꢒꢥꢶ
பலவந்தமாக  ,forcibly,ப3ல்வந்து3கனி,बल्वन्दुकनि,ꢨꢭ꣄ꢮꢥ꣄ꢣꢸꢒꢥꢶ
பலவீனமாக  ,weak,ப3லஹீன்கனி,बलहीन्कनि,ꢨꢭꢲꢷꢥ꣄ꢒꢥꢶ꣄
பலியாக  ,as a sacrifice,பொ3லிகனி,बा॑लिकनि,ꢨꣁꢭꢶꢒꢥꢶ
பழிகேடாக,confoundedly,மெனிகுபன் நீ:த்தொ,म॑निकुपन  न्हीत्ता॑,ꢪꢾꢥꢶꢒꢸꢦꢥ꣄ ꢥꢴꢷꢡ꣄ꢡꣁ
பளபளப்பாக  ,shiningly,மெர்ஸிலி,म॑र्सिलि,ꢪꢾꢬ꣄ꢱꢶꢭꢶ
பாதகமாக  ,"affectedly, ill",ப்ரதிகூல்கனி,प्रतिकूल्कनि,ꢦ꣄ꢬꢡꢶꢒꢹꢭ꣄ꢒꢥꢶ
பாதியாக  ,half,ஹத்3தெ3கனி,हद्द॑कनि,ꢲꢣ꣄ꢣꢾꢒꢥꢶ
பாதுகாப்பாக  ,securely,பொ4த்3ரம்கனி,भा॑द्रम्कनि,ꢩꣁꢣ꣄ꢬꢪ꣄ꢒꢥꢶ
பாவமாக  ,sinfully,பாவ்கனி/பாப்கனி,पाव्कनि पाप्कनि,"ꢦꢵꢮ꣄ꢒꢥ,ꢶ ꢦꢵꢦ꣄ꢒꢥꢶ"
பிரியமாக  ,with love,ப்ரேவ்கனி,प्रेव्कनि,ꢦ꣄ꢬꢿꢮ꣄ꢒꢥꢶ
பின்  ,"after, behind",ப2ல்லொ/பஸ்கட்,"फल्ला॑, पस्कट्","ꢧꢭ꣄ꢭꣁ, ꢦꢱ꣄ꢒꢜ꣄"
"பின்புறம், பின்னால்  ","Behind, after",பஸ்கட்,पस्कट्,ꢦꢱ꣄ꢒꢜ꣄
பின்புறமாக  ,aback,பஸ்கட்கனி,पस्कट्कनि,ꢦꢱ꣄ꢒꢜ꣄ꢒꢥꢶ
புத்தம்புதிதாக  ,brand new,அதி3நொவ/ நொவநொவெகனி,"अदिना॑व, ना॑वना॑वकनि","ꢂꢣꢶꢥꣁꢮ, ꢥꣁꢮꢥꣁꢮꢒꢥꢶ"
புத்திசாலித்தனமாக  ,cleverly,ஸமர்துகனி/ விவர்கனி,"समर्तुकनि, विवर्कनि","ꢱꢪꢬ꣄ꢡꢸꢒꢥꢶ, ꢮꢶꢮꢬ꣄ꢒꢥꢶ"
புதிதாக  ,"anew, afresh",நொவகனி/ நொவயகனி,नोवकनि. नोवयकनि,"ꢥꣁꢮꢫꣁ, ꢥꣁꢮꢫꢒꢥꢶ"
புயலாக  ,stormily,ஜ2ந்ஜுகனி,झन्जुकनि,ꢚꢥ꣄ꢙꢹꢒꢥꢶ
புளிப்பாக  ,sourly,அம்ப3ட்கனி,अम्बट्कनि,ꢂꢪ꣄ꢨꢜ꣄ꢒꢥꢶ
புறம்பாக  ,apart from,த்யேஜதொ,त्येजता॑,ꢡ꣄ꢫꢾꢙꢡꣁ
புனிதமாக  ,holily,புனிது3ஹொயெ,पुनिदुहा॑य॑,ꢦꢸꢥꢶꢣꢸꢲꣁꢫꢾ
"பெரிதாக, பெரிதும்    ","Largely, mostly",மொ:ட்டகனி,म्हा॑ट्टकन्,ꢪꢴꣁꢜ꣄ꢜꢒꢥꢶ
பெரும்பாலும்  ,"mostly, almost",ஜுகுக3,झुकुग,ꢚꢸꢒꢸꢔ
பெருமையாக  ,proudly,கெ4னம்கனி,घ॑नम्कनि,ꢕꢾꢥꢪ꣄ꢒꢥꢶ
பையப்பைய  ,slowly,ஹள்ளுகனி,हल्लुकनि,ꢲꢭ꣄ꢭꢸꢒꢥꢶ
பொதுப்படையாக   ,generally,ஸாதா4ரணகனி,साधारण्कनि,ꢱꢵꢤꢵꢬꢠ꣄ꢒꢥꢶ
பொய்யாக  ,untruely,மித்துகனி,मित्तुकनि,ꢪꢶꢡ꣄ꢡꢸꢒꢥꢶ
பொருட்டாக  ,Apropos/ for the purpose of, நிமித்து/ குர்சி,"निमित्तु, कुर्चि","ꢥꢶꢪꢶꢡ꣄ꢡꢸ, ꢒꢸꢬ꣄ꢗꢶ"
பொருத்தமாக  ,suitably,தகெதா4னு,तक॑धानु,ꢡꢒꢾꢤꢵꢥꢸ
போதுமானதாக   ,adequately,பு2ரஸ்திஸொ,फुरस्तिसा॑,ꢧꢸꢬꢱ꣄ꢡꢶꢱꣁ
போலியாக  ,falsely,நகலிகனி,नकलिकनी,ꢥꢒꢭꢶꢒꢥꢶ
மகிழ்ச்சியாக  ,happily,ஸொந்தோஷ்கனி,सा॑न्तोष्कनि,ꢱꣁꢥ꣄ꢡꣂꢰ꣄ꢒꢥꢶ
மங்கலாக  ,dimly,மக்3கு3னகனி,मग्गुनकनि,ꢪꢔ꣄ꢔꢸꢥꢒꢥꢶ
மசணையாக  / மடத்தனமாக  ,foolishly,மூர்கு2கனி/ மு:டகனி,"मूर्खुकनि, म्हुटकनि",ꢪꢹꢬ꣄ꢓꢸꢒꢥꢶ.   ꢪꢴꢸꢜꢒꢥꢶ
மட்டும்  ,"alone, only",மாத்ரம்/கொத்3தி3,"मात्र, का॑द्दि","ꢪꢵꢡ꣄ꢬ, ꢒꣁꢣ꣄ꢣꢶ"
மந்தமாக  ,feebly,மந்த3ம்கனி/       ப்ரகாஷ் நீ:த்தொ/            ப்ரகாஷ் வினா,"मन्दम्कनि, प्रकाष्न्हीत्ता॑, प्रकाष्विना.","ꢪꢥ꣄ꢣꢪ꣄ꢒꢥ꣄, ꢦ꣄ꢬꢒꢵꢰ꣄ꢥꢴꢷꢡ꣄ꢡꣁ, ꢦ꣄ꢬꢒꢵꢰ꣄ꢮꢶꢥꢵ"
மலிவாக  ,cheaply,ஸொங்க3கனி/ மோல் உன்னகனி,"सा॑ङ꣄गकनि,   मा॑ल उन्नकनि","ꢱꣁꢖ꣄ꢔꢒꢥꢶ,  ꢪꣂꢭ꣄ ꢆꢥ꣄ꢥꢒꢥꢶ"
மற்றபடி  ,besides,ஜதொ,जता॑,ꢙꢡꣁ
மறதியாக  ,absent mindedly,விஸுரள்லிகின்,विस्रळ्ळिकिन्,ꢮꢶꢱ꣄ꢬꢳ꣄ꢳꢶꢶꢒꢶꢥ꣄
மறுபடியும்  ,again,பி2ரி,फिरि,ꢧꢶꢬꢶ
மறைமுகமாக  ,indirectly,லுக்கிலி,लुक्किलि,ꢭꢸꢒ꣄ꢒꢶꢭꢶ
மறைவாக  ,secretly,ஜ2கிலி,झकिलि,ꢚꢒꢶꢭꢶ
மனப்பூர்வமாக  ,knowingly,மொன்னுஜனி,मा॑न्नुजनि,ꢪꣁꢥ꣄ꢥꢸꢙꢥꢶ
மனமார  ,heartfully,பொ4ரெமொன்னு,भा॑र॑मा॑न्नु,ꢩꣁꢬꢾꢪꣁꢥ꣄ꢥꢸ
மாதந்தோறும்  ,monthly,ம:ட3ம:டா3க்/ மஸூதி3,"म्हडम्हडाक्, मसूदि","ꢪꢴꢞꢜꢪꢴꢞꢵꢒ꣄, ꢪꢱꢹꢣꢶ"
