alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
எகொ3ஹால்,egohaal,இவனா(ளா)ல்,"By Him / Her, Because of Him / Her",தெல்லெ எகொ3ஹால் மெனானா,telle egohaal menaanaa,அதை இவனால் சொல்ல முடியாது,It can not be told by him
தெகொ3ஹால்,tegohaal,அவனா(ளா)ல்,"By Him / Her, Because of Him / Her",தெகொ3ஹால் அஸ்கிதெனு ஸொந்து ஹொத்3யாஸ்,tegohaal askitenu sontu hodyaas,அவளால் எல்லோரும் மகிழ்ச்சியாக இருந்தனர்,Everyone was happy because of her
எங்கொ3ஹால்,enggohaal,இவர்களால்,"By Them, Because of them",தெல்லெ எங்கொ3ஹால் கெரத்த முஸி ர்ஹானா,telle enggohaal keratta musi rhaanaa,அதை அவர்களால் செய்திருக்க முடியாது,It could not have been done by them
தெங்கொ3ஹால்,tenggohaal,அவர்களால்,"By Them, Because of them",தெங்கொ3ஹால் கொன்னி த4க்கட்3னி ந்ஹீ,tenggohaal konni dhakkaDni nhee,அவர்களால் எந்த அச்சுறுத்தலும் இல்லை,There is no threat because of them
அஸ்கிதெங்க3ஹால்,askitenggahaal,எல்லோராலும்,"By Everyone / All, Because of Everyone / All",தெல்லெ அஸ்கிதெங்க3ஹால் ஒப்பிள்னி பொடெ3ஸ்,telle askitenggahaal oppiLni poDes,அது அனைவராலும் ஏற்றுக்கொள்ளப்பட்டது,It was accepted by all
கொல்லெகொ3ஹால்,kollegohaal,எதனால்,"By Which, Because of which",எல்லெ கொல்லெகொ3ஹால் ஶுத்3த4ம் கெரெயொ?,elle kollegohaal ssuddham kereyo?,இதை எதன் மூலம் சுத்தம் செய்தீர்கள்?,By which you cleaned this?
எல்லெகொ3ஹால்,ellegohaal,இதனால்,"By This, Because of this",எல்லெகொ3ஹால் தெனொ தேட் ர்ஹீ ஜேடி3,ellegohaal teno tET rhee jEDi,இதனால் அவள் அங்கிருந்து சென்றுவிட்டாள்,She went away because of this
தெல்லெகொ3ஹால்,tellegohaal,அதனால்,"By That, Because of that",தெல்லெகொ3ஹால் அமி நெஷ்டி பொட்3யாஸ்,tellegohaal ami neshTi poDyaas,அதனால் நாங்கள் நஷ்டம் அடைந்தோம்,We suffered loss because of it
தேகன்,tEkan,அதுவாக,By itself,தெல்லெ தேகன் த4மன் நிகி3லெஸ்,telle tEkan dhaman nigiles,அது தானே இயங்க ஆரம்பித்தது,It started running by itself
காய்,kaay,என்ன,What,தெகொ3 காய் பஜெ?,tego kaay paje?,அவளுக்கு என்ன வேண்டும்?,What does she want?
காயோ,kaayO,என்ன,What,தெல்லெ காயொ மெனி ஸங்கு3வொ,telle kaayo meni sangguvo,அது என்னவென்று சொல்லுங்கள்,Tell me what it is
ககொ3,kago,ஏன்,Why,தெனொ ககொ3 அவெயொ களாய்யா?,teno kago aveyo kaLaayyaa?,அவன் எதற்காக வந்தான் தெரியுமா?,You know why he has come?
கொல்லெ,kolle,எது,Which,கொல்லெ மெனி களாரனி,kolle meni kaLaarani,எது என்று தெரியவில்லை,Do not know which one
எல்யொ,elyo,இது,This one,எல்யொ அவ்ரெ கரொ,elyo avre karo,இது எங்கள் பரிசு,This is our gift
இஸனி,isani,இப்படி,Like this,தொகொ3 இஸனி கோன் ஸிக்கடி3 தி3யெயொ?,togo isani kOn sikkaDi diyeyo?,உனக்கு யார் இப்படிக் கற்றுக் கொடுத்தது?,Who taught you like this?
திஸனி,tisani,அப்படி,Like that,அமி திஸனி கெருவாய்,ami tisani keruvaay,நாம் அப்படி செய்யலாம்,We can do like that
கிஸனி,kisani,எப்படி,How,எல்லெ ஸாத4னாக் கிஸனி வவ்ஜத்தெ?,elle saadhanaak kisani vavjatte?,இந்த கருவியை எப்படி வாசிப்பது?,How to play this instrument?
அஸொ,aso,அப்படி,Like that,அஸொகி வத்தொ கெரன்ஹோனா,asoki vatto keranhOnaa,அப்படியெல்லாம் பேசக்கூடாது,Should not talk like that
இஸொ,iso,"இப்படி, இவ்வாறு","Like this, Thus",கொ2ப்3ப3தி3 இஸொ சலய்யா?,khobbadi iso calayyaa?,எப்போதாவது இப்படி நடக்குமா?,Will it ever happen like this?
திஸொ,tiso,அப்படி,Like that,திஸொ கோன் மெனெயொ?,tiso kOn meneyo?,அப்படி யார் சொன்னது?,Who told like that?
கிஸொ,kiso,எப்படி,How,மீ கிஸொ கே4ர் அவெஸ் மெனி களாரனி,mee kiso ghEr aves meni kaLaarani,நான் எப்படி வீட்டுக்கு வந்தேன் என்று தெரியவில்லை,I do not know how I reached home
"கோனொ, கோனக்","kOno, kOnak","எப்படி, எவ்வாறு",How,எல்லெ கோனொ காம் கெரரஸ் மெனி இவர் கெருவொ,elle kOno kaam keraras meni ivar keruvo,இது எவ்வாறு செயல்படுகிறது என்பதை விளக்குங்கள்,Explain how it works
இக்கொ,ikko,இவ்வளவு,This much,இக்கொ மந்து பி2ஜ்ஜாய்,ikko mantu phijjaay,இவ்வளவு உரம் போதும்,This much manure is enough
திக்கொ,tikko,அவ்வளவு,That much,தெல்லெகொ3 திக்கொ பஜெஹோனா,tellego tikko pajehOnaa,அதற்கு அவ்வளவு தேவைப்படாது,It does not need that much
கிக்கொ,kikko,எவ்வளவு,How much,எல்லெ கிக்கொ?,elle kikko?,இது எவ்வளவு?,How much is it?
இத்கவ் / இக்கவ்,itkav / ikkav,இவ்வளவு,This much / So much,இத்கவ் மீட் பி2ஜ்ஜாய்,itkav meeT phijjaay,இந்த அளவு உப்பு போதும்,This much salt is enough
தித்கவ் / திக்கவ்,titkav / tikkav,அவ்வளவு,That much / More,மொரெஹால் தித்கவ் தே3த்தக் முஸுனா,morehaal titkav dEttak musunaa,என்னால் அவ்வளவு கொடுக்க முடியாது,I can not give that much
கித்கவ் / கிக்கவ்,kitkav / kikkav,எவ்வளவு,How much,கித்கவ் தெனு அவன் ஜாரியொ?,kitkav tenu avan jaariyo?,எத்தனை பேர் வரப் போகிறார்கள்?,How many persons are going to come?
இத்கயெ / இக்கயெ,itkaye / ikkaye,இத்தனை,"This many, So much",இத்கயெ பொள்ளான் கோன் கா2ட் மெனெயொ?,itkaye poLLaan kOn khaaT meneyo?,இத்தனை பழங்களை யார் வாங்கச் சொன்னார்கள்?,Who asked to buy this many fruit?
தித்கயெ / திக்கயெ,titkaye / tikkaye,அத்தனை,That many,தித்கயெ தெனு கோட் ஜியாஸ்?,titkaye tenu kOT jiyaas?,அத்தனை பேர் எங்கே போனார்கள்?,Where did that many people go?
கித்கயெ / கிக்கயெ,kitkaye / kikkaye,எத்தனை,How many,தெல்லெ கித்கயெ ர்ஹாய் மெனி ஸங்கு3வொ,telle kitkaye rhaay meni sangguvo,அது எத்தனை இருக்கும் என்று சொல்லுங்கள்,Tell me how many it will be
எல்லெட்,elleT,இங்கே,Here,எல்லெட் பொவ்ஸ் பொட3ரஸ்,elleT povs poDaras,இங்கு மழை பெய்கிறது,It is raining here
தெல்லெட்,telleT,அங்கே,There,தெல்லெட் பு4ய்ஞ் காய் மோல்?,telleT bhuynj kaay mOl?,அங்கு நிலத்தின் விலை எவ்வளவு?,How much is the land price there?
கொல்லெட்,kolleT,எங்கே,Where,மேட்ஹொயெ கெட்3ஸனு கொ2ள்டி கொல்லெட் அப்3ப3ய்?,mEThoye keDsanu khoLTi kolleT abbay?,சிறந்த தோல் பை எங்கே கிடைக்கும்?,Where to get the best leather bag?
ஏட்,ET,இங்கே,Here,ஏட் ஹூன் வேன் ஸே,ET hoon vEn sE,இங்கே வெயில் அதிகமாக இருக்கிறது,It's too hot here
தேட்,tET,அங்கே,There,தேட் எலா மோல் உன்னொ,tET elaa mOl unno,அங்கே ஏலக்காய் விலை குறைவு,Cardamom price is low there
கோட்,kOT,எங்கே,Where,பி3யாத் கோட் தொ2வெயொ மெனி ஹவ்ட3ன் ந்ஹீ,biyaat kOT thoveyo meni havDan nhee,சாவியை எங்கே வைத்தேன் என்று ஞாபகம் இல்லை,I do not remember where I put the keys
கோட்தேட்,kOTtET,எங்கெங்கும்,Everywhere,கோட்தேட் மோதி3 மெனத்தேஸ் வத்தொ,kOTtET mOdi menattEs vatto,எங்கெங்கும் மோடி என்பதே பேச்சு,Modi is the talk everywhere
கொட்டி,koTTi,எங்கும் (இல்லாத),"Nowhere, Anywhere",ஸுனொ கொட்டி தெ3க்கிணி பொடெ3னி,suno koTTi dekkiNi poDeni,நாய் எங்கும் தென்படவில்லை,The dog was nowhere to be seen
கொட்டிம்,koTTim,எங்குமே,"Nowhere, Anywhere",இக்கெ தரொ ஹொயெ காப்பி கொட்டிம் அப்3பு3னா,ikke taro hoye kaappi koTTim abbunaa,இவ்வளவு தரமான காபி எங்கும் கிடைக்காது,Nowhere you will get such a good quality coffee
"கோட்டி, கோட்தி3","kOTTi, kOTdi",எங்காவது,"Somewhere, Elsewhere",தெனு கோட்டி ஜீ ர்ஹவாய்,tenu kOTTi jee rhavaay,அவர் எங்காவது போயிருக்கலாம்,He may have gone somewhere
து3ஸுரொ கோட்,dusuro kOT,வேறெங்கு,Where else,து3ஸுரொ கோட் அப்3ப3ய்?,dusuro kOT abbay?,வேறு எங்கு கிடைக்கும்?,Where else to get it?
து3ஸுர கொட்டி,dusura koTTi,எங்குமே,Nowhere else,தெல்லெ அங்கி3டி3 ஜதொ து3ஸுர கொட்டி அப்3பு3னா,telle anggiDi jato dusura koTTi abbunaa,அந்த கடையைத் தவிர வேறு எங்கும் கிடைக்காது,Nowhere else you get it other than that Store
து3ஸுரொ கோட்தி3,dusuro kOTdi,வேறெங்காவது,"Somewhere else, Elsewhere",து3ஸுரொ கோட்தி3 யத்னு கேர்,dusuro kOTdi yatnu kEr,வேறு எங்காவது முயற்சிக்கவும்,Try somewhere else
அஸ்கிதேட்,askitET,எல்லா இடங்களிலும்,Everywhere,அஸ்கிதேட் ஒண்டே மோலுஸ்,askitET oNTE mOlus,எல்லா இடங்களிலும் ஒரே விலைதான்,The price is the same everywhere
தெத்தேட்,tettET,ஆங்காங்கே,"Sporadic, Here and there",தெத்தேட் த2ணைதுன் ஹிப்3பி3 ஹொத்3யாஸி,tettET thaNaitun hibbi hodyaasi,ஆங்காங்கே போலீசார் நின்று கொண்டிருந்தனர்,Police were standing sporadic
எங்கு3ட்,engguT,இந்தப் பக்கம்,That side,நெத்3தி3க் எங்கு3ட் பொகட் ஹரளிகன் ஸே,neddik engguT pokaT haraLikan sE,ஆற்றின் இந்தப் பக்கம் பசுமையாக இருக்கிறது,This side of the river is green
தெங்கு3ட்,tengguT,அந்தப் பக்கம்,This side,தெங்கு3ட் பொகட் கோன் ஜிவன்?,tengguT pokaT kOn jivan?,அந்தப் பக்கம் யார் வாழ்வார்கள்?,Who will live on that side?
கொங்கு3ட்,kongguT,எந்தப் பக்கம்,Which side,கௌ2னஸ் கொங்கு3ட் பொகட்?,khaunas kongguT pokaT?,கிழக்கு எந்தப் பக்கம்?,Which side is east?
எமாம்,emaam,இதில்,In this,எமாம் ஹண்டி3க் தீ2ன் தி3 பி3ஜ்ஜன் தொ2வொ,emaam haNDik theen di bijjan thovo,இதில் கடாயை மூன்று நாட்கள் ஊற வைக்கவும்,Soak the pan in this for three days
தெமாம்,temaam,அதில்,In that,தெமாம் காய் ஸேத்தெ,temaam kaay sEtte,அதில் என்ன இருக்கிறது?,What is it in that?
கொமாம்,komaam,எதில்,In Which,கொமாம் லாப் வேன் ஸே?,komaam laap vEn sE?,எதில் லாபம் அதிகம் உள்ளது?,Which is more profitable?
கய்கி,kayki,ஏதோ,Something,தெனு கய்கி மெனராஸ்,tenu kayki menaraas,அவர் ஏதோ சொல்கிறார்,He is saying something
கய்கி ஒண்டெ,kayki oNTe,ஏதோ ஒன்று,Something,தெனொ கய்கி ஒண்டெ ஸங்க3த்தக் யதுலரஸ்,teno kayki oNTe sanggattak yatularas,அவன் ஏதோ ஒன்றை சொல்ல முயல்கிறான்,He is trying to tell something
கய்தி,kayti,"ஏதாவது, எதையாவது","Something, Anything, Any",கய்தி ர்ஹியெத் ஸங்கு3வொ,kayti rhiyet sangguvo,ஏதேனும் இருந்தால் சொல்லுங்கள்,Tell me if any
கய்தி ஒண்டெ,kayti oNTe,ஏதாவது ஒன்றை,Something,கய்தி ஒண்டெ மெல்லேத் ர்ஹானகொ3,kayti oNTe mellEt rhaanago,ஏதாவது ஒன்றை சொல்லிக் கொண்டிருக்காதே,Don’t keep saying something
காய்தி,kaayti,"ஏதாவது, எதையாவது","Something, Anything, Any",கொ2ப்3பி3ம் காய்தி சொவ்தி3லேத் ர்ஹான்,khobbim kaayti covdilEt rhaan,எப்போதும் எதையாவது படித்துக் கொண்டிருப்பார்,Always reads something
"காய்தி ஒண்டெ, கோனெ ஒண்டெ","kaayti oNTe, kOne oNTe",ஏதாவது ஒன்றை,"Something, Anything",தெகொ3ஜொவள் காய்தி ஒண்டெ ஸங்கி3 வெது3ர் கெர்லெ,tegojovaL kaayti oNTe sanggi vedur kerle,அவனிடம் ஏதாவது ஒன்றை சொல்லி சமாளி,Deal with telling him something
கோனதி3,kOnadi,"எப்படியாவது, எப்படியோ","By any means, Anyways, Somehow",மொரெ பில்லாக் கோனதி3 தெல்லெ ஹுரிம் செர்ச்சி ஸொடு3வொ,more pillaak kOnadi telle hurim cercci soDuvo,என் பிள்ளையை எப்படியாவது அந்தப் பள்ளியில் சேர்த்து விடுங்கள்,Get my child enrolled in that school somehow
கொனக்கி,konakki,எப்படியோ,Somehow,தெனொ கொனக்கி பரீக்ஷாம் லங்கி3தி3,teno konakki pareekshaam langgidi,அவள் எப்படியோ தேர்வில் தேர்ச்சி பெற்றாள்,Somehow she passed the exam
"காய் பயெத், காய் ந்ஹா","kaay payet, kaay nhaa","எதுவாகிலும், என்ன வேண்டுமானாலும்","Whatever, Anything","தூ காய்பயெத் ஸங்கி3, மீ ஐகத்திஸொ ந்ஹீ","too kaaypayet sanggi, mee aikattiso nhee","நீ என்ன வேண்டுமானாலும் சொல், நான் கேட்பதாக இல்லை","Say whatever you want, I'm not listening"
"கோட் பயெத், கோட் ந்ஹா","kOT payet, kOT nhaa",எங்கு வேண்டுமானாலும்,"Wherever, Anywhere",கோட் பயெத் ஜா,kOT payet jaa,எங்கு வேண்டுமானாலும் செல்,Go anywhere
கோன ந்ஹா,kOna nhaa,எப்படி வேண்டுமானாலும்,However,துமி கோன ந்ஹா ஜவாய்,tumi kOna nhaa javaay,நீங்கள் எப்படி வேண்டுமானாலும் போகலாம்,You can go however you want
"கோன் பயெத், கோன் ந்ஹா","kOn payet, kOn nhaa",யார் வேண்டுமானாலும்,"Anyone, Anybody, Whomever, Whoever",கோன் பயெத் துக்குவாய்,kOn payet tukkuvaay,யார் வேண்டுமானாலும் தூக்கலாம்,Anyone can lift
கோன்தி3,kOndi,யாராவது,"Someone, Somebody, Anyone",கோன்தி3 காய்தி மெனந்தொ3,kOndi kaayti menando,யாராவது ஏதாவது சொல்லட்டும்,Let someone say something
"கொங்கொ3 பயெத், கொங்கொ3 ந்ஹா","konggo payet, konggo nhaa",யாரை வேண்டுமானாலும்,"Whomever, Whoever",கொங்கொ3 பயெத் பொ3வொ,konggo payet bovo,யாரை வேண்டுமானாலும் அழையுங்கள்,Call whomever
"கொல்லெ பயெத், கோனெ பயெத்","kolle payet, kOne payet","எதை வேண்டுமானாலும், எது வேண்டுமானாலும்","Whichever, Anything",துமி கொல்லெ பயெத் க2ல்லுவொ,tumi kolle payet khalluvo,நீங்கள் எதை வேண்டுமானாலும் எடுத்துக் கொள்ளுங்கள்,Take whichever you want
"கொ2ப்3பொ3 பயெத், கொ2ப்3பொ3 ந்ஹா","khobbo payet, khobbo nhaa","எப்பொழுதெல்லாம், எப்போது வேண்டுமானாலும்","Whenever, Anytime",மீ கொ2ப்3பொ3 ந்ஹா ஜவு,mee khobbo nhaa javu,நான் எப்போது வேண்டுமானாலும் செல்வேன்,I will go whenever I want
கொங்கொதி3,kongkodi,"யாருக்காவது, யாரையாவது","Somebody, Someone, To Someone, For Somebody",தெல்லெ கொங்கொதி3க் விக்குவொ,telle kongkodik vikkuvo,அதை யாருக்காவது விற்கவும்,Sell ​​it to someone
கொக்கொதி3,kokkodi,"எதற்காவது, எதற்கும்","To Something, For Something",எல்லெ கொக்கொதி3 பிர்ஜனம் பொடு3வாய்,elle kokkodi pirjanam poDuvaay,இது எதற்காவது பயனுள்ளதாக இருக்கலாம்,This may be useful for something
கொன்கீ,konkee,யாரோ,Someone,ப4ராட் ர்ஹீ கொன்கீ பொ3வராஸ்,bharaaT rhee konkee bovaraas,வெளியில் இருந்து யாரோ அழைக்கிறார்கள்,Someone is calling from outside
கொட்கீ,koTkee,"எங்கேயோ, எங்கோ",Somewhere,கொட்கீ மிர்க்கைலொ பு4ஞ்ஜராஸ்,koTkee mirkkailo bhunjjaraas,எங்கேயோ மிளகாய் வறுக்கிறார்கள்,Somewhere they are roasting chili
லெந்தொ,lento,காரணமாக,Due to,ஜ2ஞ்ஜு லெந்தொ அஸ்கி ஹுடா3ன் ரத்3து3 ஹொய்யொ,jhanjju lento aski huDaan raddu hoyyo,கனமழை காரணமாக அனைத்து விமானங்களும் ரத்து செய்யப்பட்டன,All flights were canceled due to heavy rain
லெங்கொ3,lenggo,காரணமாக,Due to,ஜ2ஞ்ஜு லெங்கொ3 அஸ்கி ஹுரினுன் ஜ2ய்தியா,jhanjju lenggo aski hurinun jhaytiyaa,கனமழை காரணமாக அனைத்து பள்ளிகளும் மூடப்பட்டன,All schools were closed due to heavy rain
தெ2வ்டொ3,thevDo,சில,Some,தெ2வ்டொ3 ஜா2டு3ன் ஒர்ஸுக் தீ3 வால் பானுன் லலஸு,thevDo jhaaDun orsuk dee vaal paanun lalasu,சில மரங்கள் வருடத்திற்கு இரண்டு முறை இலைகளை உதிர்கின்றன,Some trees shed their leaves twice a year
தெ2வ்டெ3,thevDe,சில,"Some, Few",தெ2வ்டெ3 பொள்ளான் பி3ஸ்ஸொ ஹொட3யி,thevDe poLLaan bisso hoDayi,சில பழங்கள் வேகமாக வளரும்,Some fruits grow fast
குர்சி,kurci,க்காக,For,மீ எல்லெ துரெ குர்சி க2ட3யொ,mee elle ture kurci khaDayo,நான் இதை உங்களுக்காக வாங்கினேன்,I bought this for you
கின்,kin,மற்றும்,And,ஸுனொகின் மஞ்ஜிரினுக் ஹொவ்ட3ராஸ்,sunokin manjjirinuk hovDaraas,நாய் மற்றும் பூனைகளை வளர்க்கிறார்,He raises dogs and cats
எல்லெ மெல்லொ ந்ஹா,elle mello nhaa,இதுவுமல்ல,Nor,மொகொ3 பஜெ ஹோரியொ எல்லெ மெல்லொ ந்ஹா,mogo paje hOriyo elle mello nhaa,எனக்கு வேண்டியது இதுவுமல்ல,I want nor this
மெகி,meki,ஆனால்,But,மொகொ3 தெகொ3 ஒப்பாய் மெகி தெகொ3 ஸுனாக் ஒப்பானா,mogo tego oppaay meki tego sunaak oppaanaa,எனக்கு அவனை பிடிக்கும் ஆனால் அவனுடைய நாயை பிடிக்கவில்லை,I like him but do not like his dog
ந்ஹீஜியெத்,nheejiyet,அல்லது,Or,து4வாரி ந்ஹீஜியெத் வீள்டாக் அவன்,dhuvaari nheejiyet veeLTaak avan,மதியம் அல்லது மாலையில் வருவார்,Will come in the afternoon or evening
அங்கு3,anggu,இன்னும்,"Yet, Still",துமி அங்கு3 ஜீரியொ ந்ஹீயா?,tumi anggu jeeriyo nheeyaa?,நீங்கள் இன்னும் செல்லவில்லையா?,Have not you gone yet?
ஹாலி,haali,ஆகையினால்,So,"அவ்ரெ ஜொவள் ஜு2க்கு கெ4டி ஸே. ஹாலி, காய் அவ்ஸர்?","avre jovaL jhukku gheTi sE. haali, kaay avsar?","எங்களிடம் நிறைய நேரம் இருக்கிறது. எனவே, ஏன் அவசரம்?","We have plenty of time. So, why hurry?"
மெனி,meni,என்று,"So, That",மீ அவ்னா மெனி கோன் மெனெயொ?,mee avnaa meni kOn meneyo?,நான் வரமாட்டேன் என்று யார் சொன்னது?,Who said that I would not come?
"மெந்தி, மெந்தின்","menti, mentin","என்று, என்பதற்காக","That, For, Just because",ஸொங்கொ3 மெந்தி க2டெ3த் ஹன்னவ் வித்தாக் ஹோய்,songgo menti khaDet hannav vittaak hOy,மலிவு என்பதால் வாங்குவது பண விரயம் ஆகும்,Buying because it is cheap is a waste of money
தீ3 தெமாம் ஒண்டெ,dee temaam oNTe,இரண்டில் ஒன்று,Either,தீ3 தெமாம் ஒண்டெ காம் கெரய்,dee temaam oNTe kaam keray,இரண்டில் ஏதேனும் ஒன்று வேலை செய்யும்,Either of the two will work
தி3ய்யொ,diyyo,இரண்டுமே,Neither,தி3ய்யொ சொக்கட் கீது3ன் ந்ஹா,diyyo cokkaT keedun nhaa,இரண்டுமே நல்ல பாடல்கள் இல்லை,Neither of them are good songs
ஹொயத்,hoyat,"இருந்தால், ஆனால்","If, But",ஹந்தா3ர்கன் ஹொதெ3ஸ். ஹொயெத் மொரெஹால் ஸாத்தக் முஸெஸ்,handaarkan hodes. hoyet morehaal saattak muses,இருட்டாக இருந்தது ஆனால் என்னால் பார்க்க முடிந்தது,It was dark but I could see
மெனெத்,menet,என்றால்,If,துங்கொ3 ஒப்பாரஸ் மெனெத் க2டெ3ன்,tunggo oppaaras menet khaDen,உங்களுக்கு பிடித்திருக்கிறது என்றால் வாங்குவோம்,"Let us buy it, if you like it"
ஒண்டெ,oNTe,"ஒரு, ஒன்று, மட்டும்","One, Only",தெனு ஹிந்தொ3 ஒண்டெதி3 ஒண்டெ அவ்காஸும் ஸேத்தெ,tenu hindo oNTedi oNTe avkaasum sEtte,அவர் இன்று ஒரு நாள் மட்டும் விடுமுறையில் இருக்கிறார்,He is on vacation for only one day today
நிஸ்தொ,nisto,வெறும்,"Only, Just, Mere",நிஸ்தொ வத்தொ ஹால் காய் பிர்ஜனம்?,nisto vatto haal kaay pirjanam?,வெறும் பேச்சால் என்ன பயன்?,What is the use of mere talk?
ஹொயெத் / ர்ஹியெத் ஒண்டெ,hoyet / rhiyet oNTe,இருந்தால் மட்டுமே,Only if,தெனு ர்ஹியெத் ஒண்டேஸ் ஸங்கு3வொ,tenu rhiyet oNTEs sangguvo,அவர் இருந்தால் மட்டும் சொல்லுங்கள்,Tell me only if he is present
"ஒண்டேஸ், ஸீ","oNTEs, see","மட்டுமே, தான்",Only,மொகொ3 ஒண்டேஸ் களாய்,mogo oNTEs kaLaay,எனக்கு மட்டுமே தெரியும்,Only I know
மாத்ரம்,maatram,மட்டுமே,Only,தீ3 தி3ன்னுன் மாத்ரமூஸ் அவ்காஸ் தி3ன்னு,dee dinnun maatramoos avkaas dinnu,இரண்டு நாட்கள் மட்டுமே விடுமுறை,Holidays for only two days
கெத்3தி3,keddi,மட்டும்,Only,எல்லெ கொ3ளி தீ2ன் தி3ன்னுக் கெத்3தி3,elle goLi theen dinnuk keddi,இந்த மாத்திரை மூன்று தினங்களுக்கு மட்டுமே,This pill is for three days only
கொத்3தி3,koddi,மட்டும்,Only,துமி துரெ கொத்3தி3 ஸீலுவொ,tumi ture koddi seeluvo,நீங்கள் உங்களை மட்டும் பார்த்துக் கொள்ளுங்கள்,You look after yourself only
ஸெங்கா3டி3,senggaaDi,"உடன், கூட","With, By",தொரெ ஸெங்கா3டி3 கோன் அவரியொ?,tore senggaaDi kOn avariyo?,உன்னுடன் யார் வருகிறார்கள்?,Who is coming with you?
ஸெங்கொ3,senggo,"கூட, உடன்",Along,தெனு மொரெ ஸெங்கொ3 பொள்க3ராஸ்,tenu more senggo poLgaraas,அவர் என்னுடன் பழகுகிறார்,He is getting along with me
ஶென்தொ,ssento,"கூட, உடன்",With,தெனு மொரெ ஸெங்கொ3 உஜ்யாத்தெனு,tenu more senggo ujyaattenu,அவர் என்னுடன் பிறந்தவர்,He was born with me
ஸெர்மாட்,sermaaT,"கூட, உடன்",With,தெகொ3 ஸெர்மாட் கோன் ஸேத்தெ?,tego sermaaT kOn sEtte?,அவளுடன் யார் இருக்கிறார்கள்?,Who is with her?
ஸெராட்,seraaT,"கூட, உடன்",With,தெனொ மெல்லொ தொரெ ஸெராட் ஸேத்தெயா?,teno mello tore seraaT sEtteyaa?,அவனும் உன்னுடன் இருக்கிறானா?,Is he with you too?
ஸெரொ,sero,"கூட, உடன்",With,தெனு மொரெ ஸெரொ வத்தொ கெரரியொ ந்ஹீ,tenu more sero vatto kerariyo nhee,அவர் என்னுடன் பேசுவதில்லை,He is not talking with me
மெல்லொ,mello,"மேலும், கூட","Also, Even, Too",தெங்கொ3 போ3 மெல்லொ அவ்ங்கொ பொ3வ்யாஸ்,tenggo bO mello avngko bovyaas,அவருடைய தந்தையும் எங்களை அழைத்தார்,His father also called us
மெள்ளி,meLLi,"மேலும், கூட","Also, Even, Too",எல்லெ தெங்கொ3 பெ3ய்லுக் மெள்ளி களானா,elle tenggo beyluk meLLi kaLaanaa,இது அவரது மனைவிக்கு கூட தெரியாது,Even his wife did not know this
மெளாதுகு,meLaatuku,"மேலும், கூட","Also, Even, Too",கா3யினுக் மெளாதுகு கோ2ருன் ஸே,gaayinuk meLaatuku khOrun sE,பசுக்களுக்கும் குளம்புகள் உண்டு,Cows also have hoof
மெளொ,meLo,"மேலும், கூட","Also, Even, Too",தெனு மெளொ காம் ஸொட்3டி3யா,tenu meLo kaam soDDiyaa,அவரும் வேலையை விட்டுவிட்டார்,He also quit his job
மென்தொ,mento,என்றால்,means,ப்ராமொ மென்தொ கொன்னி வெது3ர் ஸனாத்தொ து3ஸுரெ தெங்கொ3 ஸஹாவ் கெரத்தெ,praamo mento konni vedur sanaatto dusure tenggo sahaav keratte,அன்பு என்பது எந்தவித எதிர்பார்ப்பும் இல்லாமல் பிறருக்கு உதவுவது,Love means helping others without any expectation
ஹொயெத் மெல்லொ,hoyet mello,"இருந்தும் கூட, ஆனாலும்","Even though, Although, Still",தெங்கொ3 ஆதா4ர்கெரின் கொன்னி ந்ஹீ. ஹொயெத் மெல்லொ தெனு ஜெவுஞ்சிதியா,tenggo aadhaarkerin konni nhee. hoyet mello tenu jevunjcitiyaa,அவருக்கு ஆதரவாளர்கள் யாரும் இல்லை. ஆனாலும் அவர் வெற்றி பெற்றார்,There was no supporters to him. Still he won
ர்ஹியெத் மெல்லொ,rhiyet mello,இருந்தாலும்,Though,மூகொ3 வேன் ர்ஹியெத் மெல்லொ சுரும் க2டத்தக் முஸெஸ்,moogo vEn rhiyet mello curum khaTattak muses,கூட்டம் அதிகமாக இருந்தாலும் சீக்கிரம் வாங்க முடிந்தது,"Though the crowd was high, I was able to buy quickly"
எத்மெள்ளி,etmeLLi,ஆனாலும்,But still,எத்மெள்ளி துமி மொரெஜொவள் ஸங்கி3 ர்ஹனொ,etmeLLi tumi morejovaL sanggi rhano,ஆனாலும் நீங்கள் என்னிடம் சொல்லியிருக்க வேண்டும்,But still you should have told me
வேங்கு3,vEnggu,"உடன், உடனே","Right away, Straight away, As Soon as, Immediately",துங்கொ3 பஜெமெனெ வேங்கு3 தெல்லெ அப்3பு3னா,tunggo pajemene vEnggu telle abbunaa,நீங்கள் விரும்பிய உடனே அதைப் பெற முடியாது,You can't get it as soon as you want it
திக்காம்,tikkaam,"அதற்குள், உடன், உடனே","By then, Straight away, Immediately",திக்காம் கோட் ஜியெயொ?,tikkaam kOT jiyeyo?,அதற்குள் எங்கு சென்றாய்?,Where did you go by then?
ககொ3 மெனெத்,kago menet,ஏனென்றால்,Because,"தெல்லெ பனி பே ஹோனா. ககொ3 மெனெத், தெல்லெ விக்கு","telle pani pE hOnaa. kago menet, telle vikku","அந்தத் தண்ணீரைக் குடிக்கக் கூடாது, ஏனென்றால் அது விஷம்",Do not drink that water because it is poisonous
